,edad,estatura_(cm),fecha_denuncia,hecho_ocurrido_el,raza,sexo,ubigeo
0,13,1.60,"Viernes, 6 Diciembre, 2019 - 00:00","Viernes, 6 Diciembre, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,Lima"
1,14,1.4,"Jueves, 5 Diciembre, 2019 - 00:00","Jueves, 5 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Huánuco,Huánuco,Santa María del Valle"
2,17,1.67,"Jueves, 5 Diciembre, 2019 - 00:00","Jueves, 5 Diciembre, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,Los olivos"
3,13,1.60,"Viernes, 6 Diciembre, 2019 - 00:00","Jueves, 5 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Los olivos"
4,15,1.55,"Jueves, 5 Diciembre, 2019 - 00:00","Jueves, 5 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Piura,Piura,Castilla"
5,15,1.67,"Jueves, 5 Diciembre, 2019 - 00:00","Jueves, 5 Diciembre, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,La Victoria"
6,12,1.55,"Jueves, 5 Diciembre, 2019 - 00:00","Jueves, 5 Diciembre, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,Comas"
7,16,1.4,"Jueves, 5 Diciembre, 2019 - 00:00","Jueves, 5 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Piura,Piura,Piura"
8,13,1.50,"Miércoles, 4 Diciembre, 2019 - 00:00","Miércoles, 4 Diciembre, 2019 - 18:00",TRIGUEÑA,Femenino,"San Martín,Rioja,Nueva Cajamarca"
9,13,1.40,"Miércoles, 4 Diciembre, 2019 - 00:00","Miércoles, 4 Diciembre, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,Carabayllo"
10,14,,"Miércoles, 4 Diciembre, 2019 - 00:00","Miércoles, 4 Diciembre, 2019 - 00:00",,Femenino,"Lima,Lima,San Martin de Porres"
11,15,1.5,"Viernes, 6 Diciembre, 2019 - 00:00","Miércoles, 4 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Huánuco,Huánuco,Pillco Marca"
12,16,1.50,"Martes, 3 Diciembre, 2019 - 00:00","Martes, 3 Diciembre, 2019 - 19:00",MESTIZA,Femenino,"Junín,Huancayo,Huancayo"
13,15,1.60,"Lunes, 2 Diciembre, 2019 - 00:00","Martes, 3 Diciembre, 2019 - 15:49",MESTIZA,Femenino,"Lima,Lima,Ate"
14,16,1.50,"Martes, 3 Diciembre, 2019 - 00:00","Martes, 3 Diciembre, 2019 - 00:00",,Femenino,"Lima,Lima,Independencia"
15,17,1.65,"Martes, 3 Diciembre, 2019 - 00:00","Martes, 3 Diciembre, 2019 - 00:00",,Femenino,"Lima,Lima,San Martin de Porres"
16,16,1.50,"Miércoles, 4 Diciembre, 2019 - 00:00","Martes, 3 Diciembre, 2019 - 00:00",MESTIZA,Masculino,"Junín,Concepción,Orcotuna"
17,17,1.55,"Martes, 3 Diciembre, 2019 - 00:00","Martes, 3 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Martin de Porres"
18,14,1.62,"Miércoles, 4 Diciembre, 2019 - 00:00","Martes, 3 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Chilca"
19,,1.63,"Martes, 3 Diciembre, 2019 - 00:00","Martes, 3 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Callao,Prov. Const. del Callao,Callao"
20,14,1.58,"Martes, 3 Diciembre, 2019 - 00:00","Martes, 3 Diciembre, 2019 - 00:00",BLANCA,Masculino,"Lima,Lima,San Martin de Porres"
21,12,1.50,"Miércoles, 4 Diciembre, 2019 - 00:00","Martes, 3 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Huancayo"
22,1,0.90,"Miércoles, 4 Diciembre, 2019 - 00:00","Martes, 3 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Martin de Porres"
23,11,1.35,"Sábado, 30 Noviembre, 2019 - 00:00","Lunes, 2 Diciembre, 2019 - 16:56",MESTIZA,Masculino,"Lima,Lima,Santa Anita"
24,9,1.24,"Martes, 3 Diciembre, 2019 - 00:00","Lunes, 2 Diciembre, 2019 - 16:00",TRIGUEÑA,Masculino,"Lima,Lima,San Juan de Lurigancho"
25,13,1.64,"Martes, 3 Diciembre, 2019 - 00:00","Lunes, 2 Diciembre, 2019 - 16:00",TRIGUEÑA,Masculino,"Lima,Lima,San Juan de Lurigancho"
26,14,1.45,"Lunes, 2 Diciembre, 2019 - 00:00","Lunes, 2 Diciembre, 2019 - 10:00",MESTIZA,Masculino,"Cusco,Cusco,Santiago"
27,15,1.65,"Lunes, 2 Diciembre, 2019 - 00:00","Lunes, 2 Diciembre, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,Ate"
28,15,1.50,"Lunes, 2 Diciembre, 2019 - 00:00","Lunes, 2 Diciembre, 2019 - 00:00",BLANCA,Femenino,Huánuco
29,16,1.60,"Martes, 3 Diciembre, 2019 - 00:00","Lunes, 2 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Amazonas,Chachapoyas"
30,13,1.60,"Martes, 3 Diciembre, 2019 - 00:00","Lunes, 2 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Juan de Lurigancho"
31,17,1.50,"Miércoles, 4 Diciembre, 2019 - 00:00","Lunes, 2 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Juan de Lurigancho"
32,13,1.50,"Lunes, 2 Diciembre, 2019 - 00:00","Lunes, 2 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Huancayo"
33,16,1.67,"Domingo, 1 Diciembre, 2019 - 00:00","Domingo, 1 Diciembre, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,Ate"
34,17,1.65,"Miércoles, 4 Diciembre, 2019 - 00:00","Domingo, 1 Diciembre, 2019 - 00:00",,Masculino,"Lima,Lima,San Juan de Lurigancho"
35,14,1.55,"Martes, 3 Diciembre, 2019 - 00:00","Domingo, 1 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Callao,Prov. Const. del Callao,Ventanilla"
36,14,,"Lunes, 2 Diciembre, 2019 - 00:00","Domingo, 1 Diciembre, 2019 - 00:00",,Femenino,"Junín,Chanchamayo,Pichanaqui"
37,16,1.60,"Lunes, 2 Diciembre, 2019 - 00:00","Domingo, 1 Diciembre, 2019 - 00:00",BLANCA,Masculino,"Lima,Lima,Villa el Salvador"
38,16,1.60,"Domingo, 1 Diciembre, 2019 - 00:00","Domingo, 1 Diciembre, 2019 - 00:00",MESTIZA,Femenino,"Piura,Piura,Castilla"
39,17,1.50,"Domingo, 1 Diciembre, 2019 - 00:00","Sábado, 30 Noviembre, 2019 - 20:40",MESTIZA,Masculino,"Junín,Satipo,Satipo"
40,15,1.7,"Jueves, 5 Diciembre, 2019 - 00:00","Sábado, 30 Noviembre, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,San Martin de Porres"
41,14,1.55,"Lunes, 2 Diciembre, 2019 - 00:00","Sábado, 30 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo"
42,17,1.53,"Lunes, 2 Diciembre, 2019 - 00:00","Sábado, 30 Noviembre, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,San Juan de Lurigancho"
43,12,1.30,"Sábado, 30 Noviembre, 2019 - 00:00","Sábado, 30 Noviembre, 2019 - 00:00",,Femenino,"Loreto,Maynas,Iquitos"
44,15,1.40,"Jueves, 5 Diciembre, 2019 - 00:00","Sábado, 30 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Cusco,Cusco,Santiago"
45,16,1.50,"Lunes, 30 Diciembre, 2019 - 00:00","Viernes, 29 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Cusco,Canchis,Marangani"
46,16,1.60,"Martes, 3 Diciembre, 2019 - 00:00","Viernes, 29 Noviembre, 2019 - 00:00",BLANCA,Femenino,"Junín,Chupaca,Chupaca"
47,17,1.70,"Sábado, 30 Noviembre, 2019 - 00:00","Viernes, 29 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Junín,Huancayo,Chilca"
48,15,1.55,"Sábado, 30 Noviembre, 2019 - 00:00","Viernes, 29 Noviembre, 2019 - 00:00",BLANCA,Femenino,"Junín,Jauja,Jauja"
49,15,1.55,"Viernes, 29 Noviembre, 2019 - 00:00","Viernes, 29 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Apurímac,Andahuaylas,Andahuaylas"
50,15,1.57,"Sábado, 30 Noviembre, 2019 - 00:00","Viernes, 29 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Junín,Huancayo,Huancayo"
51,11,1.20,"Viernes, 29 Noviembre, 2019 - 00:00","Viernes, 29 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Cusco,Cusco,Santiago"
52,13,1.55,"Viernes, 29 Noviembre, 2019 - 00:00","Viernes, 29 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Cusco,Cusco,Wanchaq"
53,16,1.58,"Sábado, 30 Noviembre, 2019 - 00:00","Viernes, 29 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Puente Piedra"
54,16,1.63,"Viernes, 29 Noviembre, 2019 - 00:00","Viernes, 29 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Callao,Prov. Const. del Callao,Carmen de la Legua Reynoso"
55,14,1.56,"Jueves, 28 Noviembre, 2019 - 00:00","Jueves, 28 Noviembre, 2019 - 09:00",MESTIZA,Masculino,"Cusco,Cusco,Poroy"
56,14,1.63,"Jueves, 28 Noviembre, 2019 - 00:00","Jueves, 28 Noviembre, 2019 - 08:00",CLARA,Femenino,"Lima,Lima,Villa el Salvador"
57,15,1.85,"Viernes, 29 Noviembre, 2019 - 00:00","Jueves, 28 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,Los olivos"
58,15,1.65,"Sábado, 30 Noviembre, 2019 - 00:00","Jueves, 28 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Lima,Cañete,San Vicente de Cañete"
59,13,1.63,"Jueves, 28 Noviembre, 2019 - 00:00","Jueves, 28 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Comas"
60,15,1.60,"Viernes, 29 Noviembre, 2019 - 00:00","Jueves, 28 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,Los olivos"
61,16,1.50,"Domingo, 1 Diciembre, 2019 - 00:00","Jueves, 28 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Lima"
62,17,1.70,"Viernes, 29 Noviembre, 2019 - 00:00","Jueves, 28 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,Chaclacayo"
63,15,1.47,"Sábado, 30 Noviembre, 2019 - 00:00","Jueves, 28 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Huancayo"
64,11,1.50,"Viernes, 29 Noviembre, 2019 - 00:00","Jueves, 28 Noviembre, 2019 - 00:00",TRIGUEÑA,Femenino,"Lima,Lima,Villa Maria del Triunfo"
65,14,1.56,"Jueves, 28 Noviembre, 2019 - 00:00","Miércoles, 27 Noviembre, 2019 - 20:00",TRIGUEÑA,Femenino,"Lima,Lima,Villa el Salvador"
66,7,1.40,"Miércoles, 27 Noviembre, 2019 - 00:00","Miércoles, 27 Noviembre, 2019 - 07:15",BLANCA,Masculino,"Lima,Lima,San Miguel"
67,12,1.60,"Viernes, 29 Noviembre, 2019 - 00:00","Miércoles, 27 Noviembre, 2019 - 00:00",,Femenino,"Ayacucho,Huamanga,Jesús Nazareno"
68,14,1.56,"Jueves, 28 Noviembre, 2019 - 00:00","Miércoles, 27 Noviembre, 2019 - 00:00",,Masculino,"Lima,Lima,San Juan de Lurigancho"
69,6,1.00,"Miércoles, 27 Noviembre, 2019 - 00:00","Miércoles, 27 Noviembre, 2019 - 00:00",BLANCA,Femenino,Ayacucho
70,15,1.50,"Miércoles, 27 Noviembre, 2019 - 00:00","Miércoles, 27 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Juan de Lurigancho"
71,15,1.5,"Miércoles, 27 Noviembre, 2019 - 00:00","Miércoles, 27 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Piura,Piura,Piura"
72,15,1.55,"Jueves, 28 Noviembre, 2019 - 00:00","Miércoles, 27 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Junín,Huancayo,Chilca"
73,15,1.65,"Domingo, 29 Diciembre, 2019 - 00:00","Miércoles, 27 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Cusco,Cusco,Santiago"
74,14,1.65,"Miércoles, 27 Noviembre, 2019 - 00:00","Miércoles, 27 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Pasco,Oxapampa,Oxapampa"
75,14,1.69,"Jueves, 28 Noviembre, 2019 - 00:00","Martes, 26 Noviembre, 2019 - 20:00",TRIGUEÑA,Masculino,"Lima,Lima,Villa el Salvador"
76,17,1.60,"Jueves, 28 Noviembre, 2019 - 00:00","Martes, 26 Noviembre, 2019 - 18:50",CLARA,Femenino,"Lima,Lima,Villa el Salvador"
77,16,1.45,"Jueves, 28 Noviembre, 2019 - 00:00","Martes, 26 Noviembre, 2019 - 17:30",MESTIZA,Femenino,"Cusco,La Convención,Echarate"
78,11,1.40,"Martes, 26 Noviembre, 2019 - 00:00","Martes, 26 Noviembre, 2019 - 07:55",TRIGUEÑA,Femenino,"Lima,Lima,San Juan de Lurigancho"
79,16,1.50,"Martes, 26 Noviembre, 2019 - 00:00","Martes, 26 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Martin de Porres"
80,16,1.5,"Miércoles, 27 Noviembre, 2019 - 00:00","Martes, 26 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,El Agustino"
81,17,1.54,"Miércoles, 27 Noviembre, 2019 - 00:00","Martes, 26 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Ate"
82,17,1.60,"Sábado, 30 Noviembre, 2019 - 00:00","Martes, 26 Noviembre, 2019 - 00:00",,Femenino,"Puno,San Román,Juliaca"
83,15,1.60,"Viernes, 22 Noviembre, 2019 - 00:00","Lunes, 25 Noviembre, 2019 - 15:16",BLANCA,Femenino,"Lima,Lima,Pachacamac"
84,15,1.40,"Martes, 26 Noviembre, 2019 - 00:00","Lunes, 25 Noviembre, 2019 - 08:00",MESTIZA,Femenino,"La Libertad,Chepen,Chepen"
85,14,1.58,"Lunes, 25 Noviembre, 2019 - 00:00","Lunes, 25 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Ate"
86,12,1.30,"Martes, 26 Noviembre, 2019 - 00:00","Lunes, 25 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Huánuco,Leoncio Prado,Rupa-rupa"
87,14,"Lunes, 25 Noviembre, 2019 - 00:00","Polera negra, pantalón de buzo color negro con raya blanca y zapatillas negras","Lunes, 25 Noviembre, 2019 - 00:00",RALAS,Femenino,
88,14,1.66,"Martes, 26 Noviembre, 2019 - 00:00","Lunes, 25 Noviembre, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,Comas"
89,12,1.32,"Miércoles, 27 Noviembre, 2019 - 00:00","Lunes, 25 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Chorrillos"
90,12,1.45,"Domingo, 17 Noviembre, 2019 - 00:00","Lunes, 25 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Pasco,Pasco,Ticlacayán"
91,10,1.55,"Lunes, 25 Noviembre, 2019 - 00:00","Lunes, 25 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Junín,Satipo,Satipo"
92,16,1.6,"Lunes, 25 Noviembre, 2019 - 00:00","Lunes, 25 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Juan de Lurigancho"
93,15,1.58,"Lunes, 25 Noviembre, 2019 - 00:00","Lunes, 25 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,San Juan de Lurigancho"
94,13,1.50,"Lunes, 25 Noviembre, 2019 - 00:00","Lunes, 25 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Ate"
95,16,1.52,"Martes, 3 Diciembre, 2019 - 00:00","Domingo, 24 Noviembre, 2019 - 17:00",MESTIZA,Femenino,Lima
96,15,1.50,"Jueves, 28 Noviembre, 2019 - 00:00","Domingo, 24 Noviembre, 2019 - 16:00",MESTIZA,Femenino,"Callao,Prov. Const. del Callao,Ventanilla"
97,15,1.52,"Lunes, 2 Diciembre, 2019 - 00:00","Domingo, 24 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Martin de Porres"
98,12,1.30,"Lunes, 25 Noviembre, 2019 - 00:00","Domingo, 24 Noviembre, 2019 - 00:00",MESTIZA,Masculino,Cusco
99,12,1.5,"Miércoles, 27 Noviembre, 2019 - 00:00","Domingo, 24 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Lurigancho"
100,13,1.50,"Domingo, 24 Noviembre, 2019 - 00:00","Domingo, 24 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Martin de Porres"
101,15,1.48,"Domingo, 24 Noviembre, 2019 - 00:00","Domingo, 24 Noviembre, 2019 - 00:00",BLANCA,Femenino,"Callao,Prov. Const. del Callao,Bellavista"
102,15,1.70,"Domingo, 24 Noviembre, 2019 - 00:00","Domingo, 24 Noviembre, 2019 - 00:00",TRIGUEÑA,Masculino,"Loreto,Maynas,Iquitos"
103,17,1.58,"Martes, 26 Noviembre, 2019 - 00:00","Domingo, 24 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Villa Maria del Triunfo"
104,16,1.50,"Domingo, 24 Noviembre, 2019 - 00:00","Sábado, 23 Noviembre, 2019 - 16:00",MESTIZA,Femenino,"Lima,Lima,El Agustino"
105,12,1.50,"Martes, 26 Noviembre, 2019 - 00:00","Sábado, 23 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Apurímac,Andahuaylas,Andahuaylas"
106,14,1.55,"Sábado, 23 Noviembre, 2019 - 00:00","Sábado, 23 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Puente Piedra"
107,7,1.00,"Domingo, 24 Noviembre, 2019 - 00:00","Sábado, 23 Noviembre, 2019 - 00:00",undefined,Masculino,"Lima,Lima,Chorrillos"
108,16,1.70,"Sábado, 23 Noviembre, 2019 - 00:00","Sábado, 23 Noviembre, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,Ate"
109,17,1.64,"Sábado, 23 Noviembre, 2019 - 00:00","Sábado, 23 Noviembre, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,Lima"
110,12,1.50,"Martes, 26 Noviembre, 2019 - 00:00","Sábado, 23 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Apurímac,Andahuaylas,Andahuaylas"
111,14,1.60,"Viernes, 29 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 19:00",MESTIZA,Femenino,"Lima,Lima,San Juan de Lurigancho"
112,13,1.65,"Domingo, 24 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 19:00",BLANCA,Masculino,"Lima,Lima,San Juan de Lurigancho"
113,13,,"Viernes, 22 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 16:00",MESTIZA,Femenino,"Junín,Chanchamayo,Pichanaqui"
114,16,1.60,"Viernes, 22 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 15:00",BLANCA,Masculino,"San Martín,Rioja,Nueva Cajamarca"
115,16,1.65,"Sábado, 23 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 12:00",MESTIZA,Masculino,"Cusco,Cusco,Santiago"
116,15,,"Viernes, 22 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 09:00",,Femenino,"Junín,Chanchamayo,Pichanaqui"
117,16,1.60,"Sábado, 23 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 07:00",MESTIZA,Masculino,"Cusco,Cusco,Santiago"
118,9,1.30,"Viernes, 22 Noviembre, 2019 - 16:56","Viernes, 22 Noviembre, 2019 - 05:00",,Femenino,"Ucayali,Coronel Portillo,Yarinacocha"
119,14,1.50,"Miércoles, 27 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 05:00",MESTIZA,Masculino,"Cusco,Urubamba,Huayllabamba"
120,15,1.50,"Domingo, 24 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,El Agustino"
121,15,1.43,"Viernes, 22 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Carabayllo"
122,14,1.55,"Domingo, 24 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Puente Piedra"
123,13,1.60,"Viernes, 22 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Villa Maria del Triunfo"
124,14,1.70,"Domingo, 24 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 00:00",BLANCA,Masculino,"Lima,Lima,Villa Maria del Triunfo"
125,14,1.68,"Martes, 26 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 00:00",BLANCA,Masculino,"Lima,Lima,San Borja"
126,13,1.50,"Viernes, 22 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 00:00",TRIGUEÑA,Femenino,"Lima,Lima,Santa Anita"
127,13,1.50,"Martes, 3 Diciembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 00:00",BLANCA,Femenino,"Loreto,Maynas,Iquitos"
128,17,1.52,"Viernes, 22 Noviembre, 2019 - 00:00","Viernes, 22 Noviembre, 2019 - 00:00",BLANCA,Femenino,"Callao,Prov. Const. del Callao,Mi Perú"
129,15,1.60,"Viernes, 22 Noviembre, 2019 - 00:00","Jueves, 21 Noviembre, 2019 - 22:30",,Femenino,"Junín,Chanchamayo,Perené"
130,16,1.50,"Lunes, 25 Noviembre, 2019 - 00:00","Jueves, 21 Noviembre, 2019 - 20:00",MESTIZA,Femenino,"Cusco,Cusco,Santiago"
131,17,1.50,"Viernes, 22 Noviembre, 2019 - 00:00","Jueves, 21 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Juan de Miraflores"
132,14,1.58,"Jueves, 21 Noviembre, 2019 - 00:00","Jueves, 21 Noviembre, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,Pueblo Libre"
133,16,1.55,"Sábado, 23 Noviembre, 2019 - 00:00","Jueves, 21 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Puente Piedra"
134,14,1.50,"Viernes, 22 Noviembre, 2019 - 00:00","Jueves, 21 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Piura,Sullana,Sullana"
135,16,1.50,"Martes, 26 Noviembre, 2019 - 00:00","Miércoles, 20 Noviembre, 2019 - 19:00",,Femenino,"Junín,Chanchamayo,Pichanaqui"
136,14,1.50,"Miércoles, 20 Noviembre, 2019 - 00:00","Miércoles, 20 Noviembre, 2019 - 12:00",MESTIZA,Femenino,"Pasco,Oxapampa,Palcazu"
137,16,1.50,"Martes, 26 Noviembre, 2019 - 00:00","Miércoles, 20 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Pachacamac"
138,6,1.20,"Miércoles, 20 Noviembre, 2019 - 00:00","Miércoles, 20 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,Lima"
139,5,1.10,"Miércoles, 20 Noviembre, 2019 - 00:00","Miércoles, 20 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Lima"
140,16,1.45,"Viernes, 22 Noviembre, 2019 - 00:00","Miércoles, 20 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Puno,Azángaro,San Antón"
141,12,1.55,"Martes, 19 Noviembre, 2019 - 00:00","Martes, 19 Noviembre, 2019 - 17:00",MESTIZA,Femenino,"Lima,Lima,San Juan de Lurigancho"
142,16,1.50,"Miércoles, 20 Noviembre, 2019 - 00:00","Martes, 19 Noviembre, 2019 - 17:00",,Femenino,"Junín,Chanchamayo,Perené"
143,12,1.55,"Martes, 19 Noviembre, 2019 - 00:00","Martes, 19 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Carabayllo"
144,17,1.50,"Miércoles, 20 Noviembre, 2019 - 00:00","Martes, 19 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Chilca"
145,16,1.45,"Miércoles, 20 Noviembre, 2019 - 00:00","Martes, 19 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Chilca"
146,14,1.60,"Martes, 19 Noviembre, 2019 - 00:00","Martes, 19 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Lima"
147,14,1.63,"Martes, 19 Noviembre, 2019 - 00:00","Martes, 19 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Chorrillos"
148,15,1.52,"Jueves, 21 Noviembre, 2019 - 00:00","Lunes, 18 Noviembre, 2019 - 12:30",MESTIZA,Femenino,"Lima,Lima,Rimac"
149,14,1.48,"Jueves, 21 Noviembre, 2019 - 00:00","Lunes, 18 Noviembre, 2019 - 12:30",MESTIZA,Femenino,"Lima,Lima,Rimac"
150,14,1.60,"Miércoles, 20 Noviembre, 2019 - 00:00","Lunes, 18 Noviembre, 2019 - 00:00",TRIGUEÑA,Femenino,"Lima,Lima,Santa Anita"
151,17,1.50,"Lunes, 18 Noviembre, 2019 - 00:00","Lunes, 18 Noviembre, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,San Juan de Miraflores"
152,17,1.60,"Martes, 19 Noviembre, 2019 - 00:00","Lunes, 18 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Pachacamac"
153,3,0.80,"Martes, 19 Noviembre, 2019 - 00:00","Lunes, 18 Noviembre, 2019 - 00:00",TRGUEÑA,Femenino,"Ayacucho,Huamanga,Ayacucho"
154,15,1.54,"Jueves, 21 Noviembre, 2019 - 00:00","Lunes, 18 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Callao,Prov. Const. del Callao,Callao"
155,15,1.50,"Sábado, 23 Noviembre, 2019 - 00:00","Lunes, 18 Noviembre, 2019 - 00:00",MESTIZA,Femenino,"Junín,Tarma,Tarma"
156,16,1.60,"Martes, 19 Noviembre, 2019 - 00:00","Lunes, 18 Noviembre, 2019 - 00:00",,Femenino,"Lima,Lima,San Juan de Lurigancho"
157,6,1.20,"Lunes, 18 Noviembre, 2019 - 00:00","Lunes, 18 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"La Libertad,Pacasmayo,Pacasmayo"
158,9,1.30,"Lunes, 18 Noviembre, 2019 - 00:00","Lunes, 18 Noviembre, 2019 - 00:00",MESTIZA,Masculino,"La Libertad,Pacasmayo,Pacasmayo"
159,16,1.61,"Viernes, 22 Noviembre, 2019 - 00:00","Lunes, 18 Noviembre, 2019 - 00:00",,Femenino,"Loreto,Maynas,San Juan Bautista"
160,14,1.60,"Martes, 19 Noviembre, 2019 - 00:00","Domingo, 17 Noviembre, 2019 - 10:00",MESTIZA,Masculino,"Cusco,Cusco,Santiago"
