,edad,estatura_(cm),fecha_denuncia,hecho_ocurrido_el,raza,sexo,ubigeo
1431,17,1.60,"Miércoles, 12 Junio, 2019 - 00:00","Jueves, 20 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,La Victoria"
1432,15,1.55,"Lunes, 17 Junio, 2019 - 00:00","Miércoles, 19 Junio, 2019 - 17:07",MESTIZA,Femenino,"Cusco,Chumbivilcas,Capacmarca"
1433,13,1.53,"Miércoles, 19 Junio, 2019 - 00:00","Miércoles, 19 Junio, 2019 - 16:00",TRIGEÑA,Masculino,Cusco
1434,17,1.70,"Miércoles, 19 Junio, 2019 - 00:00","Miércoles, 19 Junio, 2019 - 12:30",MESTIZA,Masculino,"Cusco,Cusco,Cusco"
1435,13,1.55,"Miércoles, 19 Junio, 2019 - 00:00","Miércoles, 19 Junio, 2019 - 00:00",,Femenino,"Junín,Chanchamayo,Perené"
1436,16,1.60,"Miércoles, 19 Junio, 2019 - 00:00","Miércoles, 19 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Chorrillos"
1437,14,1.68,"Jueves, 20 Junio, 2019 - 00:00","Miércoles, 19 Junio, 2019 - 00:00",BLANCA,Masculino,"Lima,Lima,Chorrillos"
1438,17,1.65,"Jueves, 20 Junio, 2019 - 00:00","Miércoles, 19 Junio, 2019 - 00:00",,Femenino,"Amazonas,Chachapoyas"
1439,14,1.58,"Jueves, 20 Junio, 2019 - 00:00","Miércoles, 19 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Lima"
1440,17,1.50,"Miércoles, 19 Junio, 2019 - 00:00","Miércoles, 19 Junio, 2019 - 00:00",,Femenino,"Áncash,Huaylas,Santa Cruz"
1441,15,1.55,"Viernes, 21 Junio, 2019 - 00:00","Miércoles, 19 Junio, 2019 - 00:00",MESTIZA,Femenino,Ayacucho
1442,14,1.60,"Miércoles, 19 Junio, 2019 - 00:00","Miércoles, 19 Junio, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,Los olivos"
1443,15,1.40,"Jueves, 20 Junio, 2019 - 00:00","Miércoles, 19 Junio, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Chilca"
1444,15,1.50,"Miércoles, 19 Junio, 2019 - 00:00","Martes, 18 Junio, 2019 - 19:00",MESTIZA,Femenino,"Apurímac,Andahuaylas,Andahuaylas"
1445,14,1.50,"Sábado, 22 Junio, 2019 - 00:00","Martes, 18 Junio, 2019 - 17:00",,Femenino,"Loreto,Maynas,San Juan Bautista"
1446,17,1.3,"Miércoles, 19 Junio, 2019 - 00:00","Martes, 18 Junio, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Huancayo"
1447,17,1.50,"Lunes, 1 Julio, 2019 - 00:00","Martes, 18 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Juan de Miraflores"
1448,16,1.40,"Miércoles, 19 Junio, 2019 - 00:00","Martes, 18 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,El Agustino"
1449,15,1.63,"Miércoles, 19 Junio, 2019 - 00:00","Martes, 18 Junio, 2019 - 00:00",,Femenino,"Lima,Lima,Ate"
1450,15,1.60,"Lunes, 24 Junio, 2019 - 00:00","Martes, 18 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Chorrillos"
1451,17,1.55,"Martes, 18 Junio, 2019 - 00:00","Martes, 18 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Huarochiri,San Antonio"
1452,17,1.50,"Martes, 18 Junio, 2019 - 00:00","Lunes, 17 Junio, 2019 - 20:30",MESTIZA,Femenino,Cusco
1453,14,1.52,"Lunes, 17 Junio, 2019 - 00:00","Lunes, 17 Junio, 2019 - 08:00",TRIGEÑA,Femenino,Ayacucho
1454,11,1.45,"Lunes, 17 Junio, 2019 - 00:00","Lunes, 17 Junio, 2019 - 00:00",,Masculino,Ayacucho
1455,1,0.7,"Lunes, 17 Junio, 2019 - 00:00","Lunes, 17 Junio, 2019 - 00:00",MESTIZA,Masculino,"San Martín,San Martín,La Banda de Shilcayo"
1456,,1.58,"Domingo, 7 Julio, 2019 - 00:00","Lunes, 17 Junio, 2019 - 00:00",,Femenino,"La Libertad,Trujillo,La Esperanza"
1457,16,1.60,"Miércoles, 19 Junio, 2019 - 00:00","Lunes, 17 Junio, 2019 - 00:00",MESTIZA,Femenino,"Huánuco,Huánuco,Huánuco"
1458,15,1.56,"Martes, 18 Junio, 2019 - 00:00","Lunes, 17 Junio, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,Lima"
1459,16,1.65,"Lunes, 17 Junio, 2019 - 00:00","Lunes, 17 Junio, 2019 - 00:00",MESTIZA,Femenino,"Cusco,Cusco,Cusco"
1460,13,1.50,"Lunes, 17 Junio, 2019 - 00:00","Lunes, 17 Junio, 2019 - 00:00",,Femenino,"Junín,Chanchamayo,Chanchamayo"
1461,16,1.47,"Lunes, 3 Junio, 2019 - 14:00","Lunes, 17 Junio, 2019 - 00:00",AMARILLA,Femenino,"Huánuco,Huánuco,Huánuco"
1462,17,1.60,"Jueves, 20 Junio, 2019 - 18:42","Lunes, 17 Junio, 2019 - 00:00",TRIGUEÑA,Femenino,"Ayacucho,Huamanga,Ayacucho"
1463,17,1.60,"Martes, 18 Junio, 2019 - 00:00","Lunes, 17 Junio, 2019 - 00:00",MESTIZA,Femenino,Ayacucho
1464,16,1.58,"Miércoles, 3 Julio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 20:00",MESTIZA,Femenino,Ayacucho
1465,4,1.55,"Lunes, 17 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 17:58",TRIGUEÑO,Femenino,"Ayacucho,Huamanga,Ayacucho"
1466,16,1.50,"Domingo, 16 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 15:30",MESTIZA,Femenino,Ayacucho
1467,16,1.40,"Lunes, 17 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 10:00",,Femenino,"Huánuco,Puerto Inca,Puerto Inca"
1468,8,1.55,"Lunes, 17 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 00:00",TRIGUEÑO,Masculino,"Ayacucho,Huamanga,Ayacucho"
1469,15,1.58,"Miércoles, 26 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 00:00",,Femenino,"Junín,Chanchamayo,Perené"
1470,7,1.15,"Domingo, 16 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 00:00",BLANCA,Masculino,"Lima,Lima,San Martin de Porres"
1471,1,1.55,"Lunes, 17 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 00:00",TRIGUEÑO,Masculino,"Ayacucho,Huamanga,Ayacucho"
1472,14,1.50,"Lunes, 17 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 00:00",,Femenino,"Huancavelica,Huancavelica,Huancavelica"
1473,16,1.45,"Miércoles, 19 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,El Tambo"
1474,6,1.55,"Lunes, 17 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 00:00",TRIGUEÑO,Masculino,"Ayacucho,Huamanga,Ayacucho"
1475,10,1.48,"Lunes, 17 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 00:00",BLANCA,Masculino,"Lima,Lima,Puente Piedra"
1476,15,1.60,"Martes, 25 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,Carabayllo"
1477,12,1.55,"Domingo, 16 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 00:00",TRIGUEÑA,Femenino,"Ayacucho,Huamanga,Ayacucho"
1478,16,1.68,"Domingo, 16 Junio, 2019 - 00:00","Domingo, 16 Junio, 2019 - 00:00",,Masculino,"Ica,Ica,Ica"
1479,15,1.55,"Martes, 25 Junio, 2019 - 00:00","Sábado, 15 Junio, 2019 - 20:30",MESTIZA,Femenino,"Cusco,Cusco,Santiago"
1480,15,1.56,"Sábado, 15 Junio, 2019 - 00:00","Sábado, 15 Junio, 2019 - 19:00",MESTIZA,Femenino,"Cusco,Urubamba,Huayllabamba"
1481,15,1.53,"Viernes, 21 Junio, 2019 - 00:00","Sábado, 15 Junio, 2019 - 10:00",,Femenino,Ica
1482,13,1.61,"Martes, 18 Junio, 2019 - 00:00","Sábado, 15 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Los olivos"
1483,15,1.65,"Martes, 18 Junio, 2019 - 00:00","Sábado, 15 Junio, 2019 - 00:00",BLANCA,Masculino,"Lima,Lima,San Juan de Lurigancho"
1484,14,1.58,"Lunes, 17 Junio, 2019 - 00:00","Sábado, 15 Junio, 2019 - 00:00",TRIGEÑA,Femenino,"Apurímac,Abancay"
1485,14,1.64,"Miércoles, 19 Junio, 2019 - 00:00","Sábado, 15 Junio, 2019 - 00:00",TRIGUEÑA,Femenino,"Ayacucho,Huamanga,Ayacucho"
1486,15,1.45,"Martes, 18 Junio, 2019 - 00:00","Sábado, 15 Junio, 2019 - 00:00",,Femenino,Ica
1487,16,1.56,"Sábado, 15 Junio, 2019 - 00:00","Viernes, 14 Junio, 2019 - 09:40",MESTIZA,Femenino,"Junín,Satipo,Satipo"
1488,15,1.50,"Miércoles, 19 Junio, 2019 - 00:00","Viernes, 14 Junio, 2019 - 00:00",MESTIZA,Femenino,"Cusco,Cusco,San Sebastián"
1489,13,1.50,"Lunes, 17 Junio, 2019 - 00:00","Viernes, 14 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Santiago de Surco"
1490,14,1.45,"Viernes, 14 Junio, 2019 - 00:00","Viernes, 14 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Independencia"
1491,15,1.50,"Sábado, 15 Junio, 2019 - 00:00","Viernes, 14 Junio, 2019 - 00:00",NEGRA,Femenino,"Huánuco,Huánuco,Huánuco"
1492,14,1.50,"Viernes, 14 Junio, 2019 - 00:00","Viernes, 14 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima"
1493,14,1.40,"Jueves, 13 Junio, 2019 - 00:00","Jueves, 13 Junio, 2019 - 07:00",MESTIZA,Masculino,"Cusco,Cusco,Cusco"
1494,14,1.55,"Jueves, 13 Junio, 2019 - 00:00","Jueves, 13 Junio, 2019 - 00:00",MESTIZA,Femenino,"Cajamarca,San Ignacio"
1495,9,1.40,"Jueves, 13 Junio, 2019 - 00:00","Jueves, 13 Junio, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,Carabayllo"
1496,10,1.50,"Viernes, 14 Junio, 2019 - 00:00","Jueves, 13 Junio, 2019 - 00:00",BLANCA,Masculino,"Lima,Lima,Ancon"
1497,13,1.55,"Viernes, 14 Junio, 2019 - 00:00","Jueves, 13 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Ancon"
1498,10,1.40,"Lunes, 17 Junio, 2019 - 00:00","Jueves, 13 Junio, 2019 - 00:00",MESTIZA,Masculino,"Huánuco,Huánuco,Huánuco"
1499,15,1.50,"Lunes, 17 Junio, 2019 - 00:00","Jueves, 13 Junio, 2019 - 00:00",TRIGUEÑA,Femenino,Ayacucho
1500,11,1.11,"Martes, 11 Junio, 2019 - 00:00","Miércoles, 12 Junio, 2019 - 17:18",BLANCA,Masculino,"Lima,Lima,Carabayllo"
1501,15,1.55,"Miércoles, 12 Junio, 2019 - 00:00","Miércoles, 12 Junio, 2019 - 12:30",,Femenino,"Lima,Lima,Villa el Salvador"
1502,16,1.65,"Miércoles, 12 Junio, 2019 - 00:00","Miércoles, 12 Junio, 2019 - 07:50",MESTIZA,Femenino,"Cusco,Cusco,Santiago"
1503,14,1.54,"Miércoles, 12 Junio, 2019 - 00:00","Miércoles, 12 Junio, 2019 - 00:05",,Femenino,"Huánuco,Puerto Inca,Yuyapichis"
1504,14,1.58,"Miércoles, 12 Junio, 2019 - 00:00","Miércoles, 12 Junio, 2019 - 00:00",TRIGUEÑA,Masculino,"Lima,Lima,Villa el Salvador"
1505,13,1.50,"Viernes, 14 Junio, 2019 - 00:00","Miércoles, 12 Junio, 2019 - 00:00",,Masculino,"Huancavelica,Huancavelica,Huancavelica"
1506,13,1.57,"Miércoles, 12 Junio, 2019 - 00:00","Miércoles, 12 Junio, 2019 - 00:00",TRIGEÑA,Femenino,"Lima,Lima,El Agustino"
1507,12,1.40,"Jueves, 13 Junio, 2019 - 00:00","Miércoles, 12 Junio, 2019 - 00:00",MESTIZA,Femenino,"Huánuco,Huánuco,Huánuco"
1508,17,1.50,"Miércoles, 12 Junio, 2019 - 00:00","Miércoles, 12 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Huarochiri,San Antonio"
1509,9,1.18,"Jueves, 13 Junio, 2019 - 00:00","Miércoles, 12 Junio, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,Chaclacayo"
1510,12,1.50,"Miércoles, 12 Junio, 2019 - 00:00","Martes, 11 Junio, 2019 - 18:30",,Masculino,"Loreto,Maynas,Iquitos"
1511,15,1.68,"Viernes, 14 Junio, 2019 - 00:00","Martes, 11 Junio, 2019 - 13:40",,Femenino,"Puno,San Román,Juliaca"
1512,15,1.50,"Miércoles, 12 Junio, 2019 - 00:00","Martes, 11 Junio, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,Comas"
1513,15,1.65,"Miércoles, 12 Junio, 2019 - 00:00","Martes, 11 Junio, 2019 - 00:00",,Femenino,"Lima,Lima,Ate"
1514,13,1.55,"Miércoles, 12 Junio, 2019 - 00:00","Martes, 11 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Huaral,Huaral"
1515,14,1.50,"Miércoles, 12 Junio, 2019 - 00:00","Martes, 11 Junio, 2019 - 00:00",,Femenino,Ica
1516,15,1.55,"Jueves, 13 Junio, 2019 - 00:00","Martes, 11 Junio, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,Pachacamac"
1517,15,1.65,"Viernes, 7 Junio, 2019 - 00:00","Lunes, 10 Junio, 2019 - 16:42",MESTIZA,Masculino,"Cusco,Cusco,Santiago"
1518,17,1.55,"Lunes, 10 Junio, 2019 - 00:00","Lunes, 10 Junio, 2019 - 16:00",MESTIZA,Femenino,"Lima,Lima,Santa Anita"
1519,15,1.45,"Miércoles, 12 Junio, 2019 - 00:00","Lunes, 10 Junio, 2019 - 15:00",BLANCA,Femenino,"Pasco,Pasco,Yanacancha"
1520,14,1.60,"Miércoles, 12 Junio, 2019 - 00:00","Lunes, 10 Junio, 2019 - 07:00",MESTIZA,Femenino,"Cusco,Cusco,Santiago"
1521,14,1.45,"Jueves, 13 Junio, 2019 - 00:00","Lunes, 10 Junio, 2019 - 00:00",MESTIZA,Femenino,"Huánuco,Huánuco,Huánuco"
1522,16,1.55,"Martes, 11 Junio, 2019 - 00:00","Lunes, 10 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,El Agustino"
1523,12,1.50,"Lunes, 10 Junio, 2019 - 00:00","Lunes, 10 Junio, 2019 - 00:00",MESTIZA,Femenino,"Huánuco,Huánuco,Huánuco"
1524,16,1.40,"Miércoles, 12 Junio, 2019 - 17:31","Domingo, 9 Junio, 2019 - 22:00",,Femenino,"Lima,Lima,La Victoria"
1525,16,1.40,"Sábado, 20 Julio, 2019 - 00:00","Domingo, 9 Junio, 2019 - 19:00",TRIGEÑA,Femenino,"Cusco,Cusco,San Sebastián"
1526,3,"Domingo, 9 Junio, 2019 - 00:00",942 072 845 - Central de Desaparecidos ,"Lunes, 17 Junio, 2019 - 00:00",,Masculino,
1527,13,1.40,"Lunes, 10 Junio, 2019 - 00:00","Domingo, 9 Junio, 2019 - 00:00",,Femenino,Ica
1528,9,1.65,"Lunes, 10 Junio, 2019 - 00:00","Domingo, 9 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Los olivos"
1529,15,,"Domingo, 9 Junio, 2019 - 00:00","Domingo, 9 Junio, 2019 - 00:00",BLANCA,Femenino,"Huánuco,Leoncio Prado,Rupa-rupa"
1530,13,1.57,"Lunes, 10 Junio, 2019 - 00:00","Domingo, 9 Junio, 2019 - 00:00",,Masculino,"Lima,Lima,San Juan de Lurigancho"
1531,15,,"Viernes, 14 Junio, 2019 - 00:00","Domingo, 9 Junio, 2019 - 00:00",MESTIZA,Femenino,"Junín,Satipo"
1532,15,,"Viernes, 14 Junio, 2019 - 00:00","Domingo, 9 Junio, 2019 - 00:00",MESTIZA,Femenino,"Junín,Satipo"
1533,13,1.53,"Lunes, 10 Junio, 2019 - 00:00","Domingo, 9 Junio, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,San Martin de Porres"
1534,14,1.50,"Domingo, 9 Junio, 2019 - 00:00","Domingo, 9 Junio, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Pilcomayo"
1535,9,1.50,"Lunes, 10 Junio, 2019 - 00:00","Domingo, 9 Junio, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,Puente Piedra"
1536,5,1.00,"Domingo, 9 Junio, 2019 - 00:00","Sábado, 8 Junio, 2019 - 23:00",MESTIZA,Femenino,"Lima,Lima,Santa Anita"
1537,17,1.50,"Domingo, 9 Junio, 2019 - 00:00","Sábado, 8 Junio, 2019 - 18:00",MESTIZA,Femenino,"Lima,Lima,Santa Anita"
1538,17,1.45,"Domingo, 9 Junio, 2019 - 00:00","Sábado, 8 Junio, 2019 - 14:11",MESTIZA,Femenino,"Cusco,Cusco,Santiago"
1539,14,1.50,"Domingo, 9 Junio, 2019 - 00:00","Sábado, 8 Junio, 2019 - 07:00",MESTIZA,Femenino,"Ayacucho,Huamanga,Ayacucho"
1540,15,1.55,"Sábado, 8 Junio, 2019 - 00:00","Sábado, 8 Junio, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,El Agustino"
1541,14,1.62,"Martes, 11 Junio, 2019 - 00:00","Sábado, 8 Junio, 2019 - 00:00",,Femenino,"Lima,Lima,Ate"
1542,14,1.67,"Miércoles, 12 Junio, 2019 - 16:18","Sábado, 8 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Martin de Porres"
1543,14,1.50,"Sábado, 8 Junio, 2019 - 00:00","Sábado, 8 Junio, 2019 - 00:00",TRIGEÑA,Femenino,"Ayacucho,Huamanga,Ayacucho"
1544,14,1.65,"Miércoles, 12 Junio, 2019 - 00:00","Sábado, 8 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Huarochiri,San Antonio"
1545,13,1.53,"Domingo, 9 Junio, 2019 - 00:00","Sábado, 8 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Martin de Porres"
1546,10,1.40,"Domingo, 9 Junio, 2019 - 00:00","Sábado, 8 Junio, 2019 - 00:00",MESTIZA,Masculino,"Lima,Lima,Comas"
1547,16,1.55,"Viernes, 7 Junio, 2019 - 00:00","Viernes, 7 Junio, 2019 - 19:30",MESTIZA,Femenino,"Cusco,Cusco,San Sebastián"
1548,15,1.55,"Jueves, 6 Junio, 2019 - 00:00","Viernes, 7 Junio, 2019 - 18:21",,Femenino,"Junín,Chanchamayo,Pichanaqui"
1549,,1.45,"Sábado, 8 Junio, 2019 - 00:00","Viernes, 7 Junio, 2019 - 16:30",MESTIZA,Femenino,"Cusco,Cusco,San Sebastián"
1550,15,1.55,"Lunes, 10 Junio, 2019 - 00:00","Viernes, 7 Junio, 2019 - 00:00",,Femenino,"Lima,Lima,San Juan de Lurigancho"
1551,14,1.58,"Viernes, 7 Junio, 2019 - 00:00","Viernes, 7 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Los olivos"
1552,10,1.10,"Sábado, 8 Junio, 2019 - 00:00","Viernes, 7 Junio, 2019 - 00:00",,Femenino,"Lima,Lima,Comas"
1553,15,1.50,"Domingo, 9 Junio, 2019 - 00:00","Viernes, 7 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Martin de Porres"
1554,11,,"Domingo, 9 Junio, 2019 - 00:00","Jueves, 6 Junio, 2019 - 20:30",,Femenino,"Cajamarca,Cutervo,Cutervo"
1555,15,1.65,"Domingo, 9 Junio, 2019 - 00:00","Jueves, 6 Junio, 2019 - 19:00",MESTIZA,Masculino,"Lima,Lima,Villa el Salvador"
1556,14,1.50,"Viernes, 7 Junio, 2019 - 00:00","Jueves, 6 Junio, 2019 - 16:00",TRIGEÑA,Femenino,"Ayacucho,Huamanga,Ayacucho"
1557,16,1.45,"Jueves, 6 Junio, 2019 - 00:00","Jueves, 6 Junio, 2019 - 02:00",MESTIZA,Femenino,"Junín,Chanchamayo,Perené"
1558,17,1.55,"Viernes, 14 Junio, 2019 - 00:00","Jueves, 6 Junio, 2019 - 00:00",BLANCA,Femenino,Ayacucho
1559,16,1.67,"Viernes, 7 Junio, 2019 - 00:00","Jueves, 6 Junio, 2019 - 00:00",MESTIZA,Femenino,"Junín,Chupaca,Chupaca"
1560,12,1.50,"Viernes, 7 Junio, 2019 - 00:00","Jueves, 6 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Chaclacayo"
1561,15,1.60,"Jueves, 6 Junio, 2019 - 00:00","Jueves, 6 Junio, 2019 - 00:00",TRIGEÑA,Femenino,"Lima,Lima,El Agustino"
1562,15,1.50,"Jueves, 6 Junio, 2019 - 00:00","Jueves, 6 Junio, 2019 - 00:00",,Femenino,"Lima,Lima,Ate"
1563,15,1.64,"Jueves, 6 Junio, 2019 - 00:00","Miércoles, 5 Junio, 2019 - 18:00",MESTIZA,Femenino,"Cusco,Cusco,Wanchaq"
1564,13,1.60,"Miércoles, 5 Junio, 2019 - 00:00","Miércoles, 5 Junio, 2019 - 15:00",MESTIZA,Femenino,"Cusco,Cusco,Wanchaq"
1565,15,1.55,"Miércoles, 5 Junio, 2019 - 00:00","Miércoles, 5 Junio, 2019 - 07:00",MESTIZA,Femenino,"Cusco,Cusco,Santiago"
1566,15,1.50,"Jueves, 6 Junio, 2019 - 00:00","Miércoles, 5 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,El Agustino"
1567,17,1.45,"Viernes, 7 Junio, 2019 - 00:00","Miércoles, 5 Junio, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Chilca"
1568,13,1.50,"Miércoles, 5 Junio, 2019 - 00:00","Miércoles, 5 Junio, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Chilca"
1569,16,1.60,"Jueves, 6 Junio, 2019 - 00:00","Miércoles, 5 Junio, 2019 - 00:00",,Femenino,"Ayacucho,Huamanga,Carmen alto"
1570,15,1.60,"Viernes, 7 Junio, 2019 - 00:00","Miércoles, 5 Junio, 2019 - 00:00",BLANCA,Femenino,"Junín,Huancayo,Huancayo"
1571,16,1.50,"Jueves, 6 Junio, 2019 - 00:00","Miércoles, 5 Junio, 2019 - 00:00",COBRIZA,Masculino,"San Martín,Moyobamba,Soritor"
1572,,1.35,"Jueves, 6 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 19:00",TRIGUEÑA,Femenino,"Lima,Lima,San Juan de Lurigancho"
1573,16,1.68,"Viernes, 31 Mayo, 2019 - 00:00","Martes, 4 Junio, 2019 - 18:05",,Masculino,"Amazonas,Chachapoyas"
1574,15,1.55,"Domingo, 2 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 17:47",MESTIZA,Femenino,"Huánuco,Huánuco,Huánuco"
1575,16,1.60,"Miércoles, 5 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 16:00",MESTIZA,Femenino,"Cusco,Anta,Huarocondo"
1576,15,1.71,"Martes, 4 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 11:30",MESTIZA,Masculino,"Cusco,Cusco,Santiago"
1577,14,1.50,"Miércoles, 5 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 11:00",,Femenino,"Lima,Lima,San Juan de Lurigancho"
1578,16,1.54,"Martes, 4 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,San Juan de Lurigancho"
1579,15,1.55,"Miércoles, 5 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Chilca"
1580,16,1.27,"Martes, 4 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 00:00",MESTIZA,Femenino,"Ucayali,Atalaya,Raymondi"
1581,15,1.60,"Jueves, 6 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 00:00",TRIGUEÑA,Femenino,"Lima,Lima,Villa el Salvador"
1582,15,1.58,"Sábado, 8 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 00:00",TRIGEÑA,Femenino,"Lima,Lima,San Juan de Lurigancho"
1583,17,1.59,"Miércoles, 5 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 00:00",MORENA,Masculino,"Ayacucho,Huamanga,Ayacucho"
1584,15,1.45,"Miércoles, 5 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 00:00",,Masculino,"Cajamarca,Cajamarca,Jesus"
1585,15,1.50,"Martes, 4 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 00:00",MESTIZA,Femenino,"San Martín,San Martín,La Banda de Shilcayo"
1586,16,1.70,"Jueves, 6 Junio, 2019 - 00:00","Martes, 4 Junio, 2019 - 00:00",COBRIZA,Femenino,"San Martín,Moyobamba,Soritor"
1587,15,1.60,"Martes, 4 Junio, 2019 - 00:00","Lunes, 3 Junio, 2019 - 20:00",,Femenino,"Lima,Lima,El Agustino"
1588,16,1.55,"Martes, 4 Junio, 2019 - 00:00","Lunes, 3 Junio, 2019 - 13:00",BLANCA,Femenino,"Callao,Prov. Const. del Callao,Ventanilla"
1589,14,1.55,"Lunes, 3 Junio, 2019 - 00:00","Lunes, 3 Junio, 2019 - 12:20",TRIGUEÑA,Femenino,"Lima,Lima,El Agustino"
1590,17,1.55,"Lunes, 3 Junio, 2019 - 00:00","Lunes, 3 Junio, 2019 - 12:00",TRIGUEÑA,Femenino,"Lima,Lima,La Victoria"
1591,13,1.65,"Lunes, 3 Junio, 2019 - 00:00","Lunes, 3 Junio, 2019 - 12:00",MESTIZA,Femenino,"Cusco,Cusco,Santiago"
1592,13,1.55,"Lunes, 3 Junio, 2019 - 00:00","Lunes, 3 Junio, 2019 - 07:00",,Femenino,"Lima,Lima,El Agustino"
1593,12,1.67,"Lunes, 3 Junio, 2019 - 00:00","Lunes, 3 Junio, 2019 - 00:00",BLANCA,Femenino,"Lima,Lima,San Martin de Porres"
1594,16,1.48,"Lunes, 3 Junio, 2019 - 00:00","Lunes, 3 Junio, 2019 - 00:00",MESTIZA,Femenino,"Lima,Lima,Lima"
1595,2,0.8,"Martes, 4 Junio, 2019 - 00:00","Lunes, 3 Junio, 2019 - 00:00",BLANCA,Masculino,"Huánuco,Huánuco,Huánuco"
1596,13,1.55,"Martes, 4 Junio, 2019 - 00:00","Domingo, 2 Junio, 2019 - 20:30",MESTIZA,Masculino,"Cusco,Cusco,Cusco"
1597,16,1.50,"Domingo, 2 Junio, 2019 - 00:00","Domingo, 2 Junio, 2019 - 18:00",MESTIZA,Masculino,"Cusco,Canchis,Checacupe"
1598,17,1.60,"Martes, 4 Junio, 2019 - 00:00","Domingo, 2 Junio, 2019 - 18:00",MESTIZA,Femenino,"Cusco,Cusco,Cusco"
1599,17,1.85,"Martes, 4 Junio, 2019 - 00:00","Domingo, 2 Junio, 2019 - 10:00",MESTIZA,Masculino,Madre de Dios
